Year,Accepted_Penalty_Count,Penalty_Yards,Team_Penalty_Count,Team_Penalty_Yards,wins,losses,win_loss_perc,points,points_opp,points_diff,g,total_yards,plays_offense,yds_per_play_offense,turnovers,fumbles_lost,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_fd,score_pct,turnover_pct,exp_pts_tot,Superbowl Champion,Pass_yds_per_att,Rush_yds_per_att,total_tds,total_fds,Team_Atlanta Falcons,Team_Baltimore Ravens,Team_Buffalo Bills,Team_Carolina Panthers,Team_Chicago Bears,Team_Cincinnati Bengals,Team_Cleveland Browns,Team_Dallas Cowboys,Team_Denver Broncos,Team_Detroit Lions,Team_Green Bay Packers,Team_Houston Texans,Team_Indianapolis Colts,Team_Jacksonville Jaguars,Team_Kansas City Chiefs,Team_Las Vegas Raiders,Team_Los Angeles Chargers,Team_Los Angeles Rams,Team_Miami Dolphins,Team_Minnesota Vikings,Team_New England Patriots,Team_New Orleans Saints,Team_New York Giants,Team_New York Jets,Team_Philadelphia Eagles,Team_Pittsburgh Steelers,Team_San Francisco 49ers,Team_Seattle Seahawks,Team_Tampa Bay Buccaneers,Team_Tennessee Titans,Team_Washington Commanders
2013,197.0,1606.0,110.0,925.0,7,9,0.438,395,376,19,16,6274,1102,5.7,34,15,350,371,634,4482,29,19,6.8,221,445,1792,15,4.0,106,32.1,17.3,25.59,0.0,7.069400630914826,4.026966292134832,44,327,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,217.0,1833.0,118.0,989.0,11,5,0.688,321,282,39,16,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,32.4,9.5,50.59,0.0,6.672185430463577,3.590909090909091,33,282,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,200.0,1715.0,104.0,930.0,7,9,0.438,358,400,-42,16,5547,1030,5.4,24,10,337,420,632,4212,33,14,6.2,236,354,1335,7,3.8,71,34.6,12.3,31.8,0.0,6.6645569620253164,3.7711864406779663,40,307,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,222.0,1840.0,100.0,861.0,9,7,0.563,346,358,-12,16,5421,981,5.5,15,5,329,388,594,4111,24,10,6.5,217,350,1310,9,3.7,76,41.0,9.0,30.86,0.0,6.920875420875421,3.742857142857143,33,293,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,215.0,1939.0,104.0,968.0,9,7,0.563,410,376,34,16,5404,980,5.5,22,11,296,374,570,4183,29,11,6.8,210,363,1221,10,3.4,58,37.3,11.9,-93.68,0.0,7.338596491228071,3.3636363636363638,39,268,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,188.0,1738.0,94.0,852.0,6,10,0.375,324,360,-36,16,5236,1019,5.1,19,7,325,375,574,3576,22,12,5.8,201,404,1660,11,4.1,91,35.3,11.0,39.87,0.0,6.229965156794425,4.108910891089109,33,292,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,230.0,1898.0,113.0,937.0,3,12,0.219,341,423,-82,16,5549,1021,5.4,23,8,313,344,571,3900,28,15,6.4,196,407,1649,7,4.1,82,33.3,12.0,31.07,0.0,6.830122591943958,4.051597051597051,35,278,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,198.0,1667.0,95.0,860.0,5,11,0.313,377,519,-142,16,5603,991,5.7,21,8,350,374,582,4104,27,13,6.6,220,367,1499,17,4.1,93,38.5,11.2,94.78,0.0,7.051546391752577,4.084468664850136,44,313,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,190.0,1627.0,103.0,809.0,3,13,0.206,325,467,-142,17,5484,1056,5.2,23,9,329,396,593,3598,23,14,5.7,193,427,1886,12,4.4,104,34.3,12.9,6.87,0.0,6.0674536256323774,4.416861826697892,35,297,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,184.0,1481.0,85.0,698.0,9,8,0.529,453,427,26,17,6460,1092,5.9,15,8,376,383,588,4281,29,7,7.0,228,480,2179,23,4.5,114,43.2,8.0,162.04,0.0,7.280612244897959,4.539583333333334,52,342,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,201.70811755240157,1645.328052089375,100.34974252592828,816.1661635533601,12,5,0.706,461,395,66,17,6712,1137,5.9,23,11,375,408,606,4401,30,12,6.9,228,500,2311,27,4.6,124,40.6,11.8,160.58,0.0,7.262376237623762,4.622,57,352,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,198.96198744684645,1649.686721136692,95.57812707622934,743.8278326714948,10,6,0.625,442,307,135,16,5798,999,5.8,32,11,315,310,473,3240,32,21,6.6,166,507,2558,18,5.0,127,38.0,15.6,-49.49,0.0,6.849894291754757,5.045364891518737,50,293,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,202.93898530028775,1746.5059290838017,94.35216697393318,784.4020413256758,10,6,0.625,424,380,44,16,6357,1053,6.0,29,10,354,382,598,4449,36,19,7.3,228,441,1908,9,4.3,98,37.9,15.4,10.72,0.0,7.4397993311036785,4.326530612244898,45,326,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,190.59688098788004,1699.384721187218,94.70791306895609,767.8584275197511,4,12,0.25,298,344,-46,16,5118,1051,4.9,45,15,318,383,626,3766,20,30,5.8,206,398,1352,11,3.4,76,27.0,22.2,-157.53,0.0,6.015974440894569,3.3969849246231156,31,282,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,200.53351578708163,1685.2351326406558,104.01415221310161,833.9735709252247,8,8,0.5,301,366,-65,16,5458,1085,5.0,33,15,301,350,630,3795,18,18,5.8,185,431,1663,9,3.9,93,26.6,16.1,-185.35,0.0,6.023809523809524,3.8584686774941996,27,278,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,205.36945906064946,1756.754642313353,97.3603467430565,871.2620522273679,13,3,0.813,435,291,144,16,5931,985,6.0,24,9,307,383,578,4334,30,15,7.3,210,388,1597,13,4.1,69,38.9,12.1,-41.4,0.0,7.498269896193771,4.115979381443299,43,279,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,209.24507593518024,1804.7548681073104,105.75973097011406,885.4602605094534,6,10,0.375,419,380,39,16,5618,1012,5.6,21,8,299,343,541,3813,28,13,6.6,182,437,1805,11,4.1,99,36.9,11.2,-12.53,0.0,7.048059149722736,4.130434782608695,39,281,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,225.0,1971.0,118.0,1057.0,11,5,0.688,461,297,164,16,6065,1042,5.8,16,8,335,357,553,4180,30,8,6.9,201,438,1885,20,4.3,102,40.3,7.9,72.34,0.0,7.55877034358047,4.30365296803653,50,303,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,176.0,1375.0,78.0,617.0,10,6,0.625,388,240,148,16,5730,1000,5.7,22,9,312,352,541,4124,31,13,7.1,204,421,1606,11,3.8,88,35.0,10.9,-45.71,1.0,7.622920517560074,3.8147268408551067,42,292,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,198.0,1537.0,76.0,589.0,15,1,0.938,560,359,201,16,6482,988,6.6,14,6,353,376,552,4924,51,8,8.3,230,395,1558,12,3.9,89,48.3,6.1,92.5,0.0,8.920289855072463,3.9443037974683546,63,319,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,225.0,1978.0,102.0,923.0,11,5,0.688,433,336,97,16,5751,1042,5.5,16,8,341,374,558,4049,40,8,6.6,213,433,1702,9,3.9,85,37.6,8.1,25.77,0.0,7.256272401433692,3.930715935334873,49,298,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,185.0,1684.0,86.0,801.0,8,7,0.531,417,428,-11,16,6404,1074,6.0,25,9,351,366,570,4268,25,16,6.9,201,459,2136,17,4.7,119,40.9,12.4,113.82,0.0,7.487719298245614,4.65359477124183,42,320,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,196.0,1721.0,92.0,776.0,12,4,0.75,486,348,138,16,6178,1001,6.2,13,7,356,349,536,4261,38,6,7.5,222,435,1917,14,4.4,104,46.7,7.1,172.28,0.0,7.949626865671642,4.406896551724138,52,326,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,225.0,2013.0,105.0,906.0,10,6,0.625,368,323,45,16,5353,1056,5.1,17,9,317,348,573,3503,31,8,5.7,173,436,1850,8,4.2,100,33.3,8.9,40.61,0.0,6.113438045375218,4.243119266055046,39,273,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,209.0,1791.0,100.0,827.0,10,6,0.625,432,388,44,16,5900,1029,5.7,17,9,349,403,620,4199,40,8,6.4,222,374,1701,11,4.5,91,43.8,9.1,115.16,0.0,6.77258064516129,4.548128342245989,51,313,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,190.0,1621.0,96.0,789.0,7,9,0.438,320,384,-64,16,4891,999,4.9,25,7,307,352,562,3167,25,18,5.2,176,386,1724,13,4.5,99,30.5,13.2,-61.83,0.0,5.635231316725979,4.466321243523316,38,275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,205.0,1729.0,108.0,937.0,6,9,0.406,376,400,-24,16,5905,1026,5.8,15,11,332,392,640,4238,25,4,6.1,208,333,1667,14,5.0,98,38.8,6.7,108.88,0.0,6.621875,5.006006006006006,39,306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,197.0,1742.0,100.0,774.0,13,3,0.813,376,313,63,16,5528,1020,5.4,13,9,320,356,573,3733,26,4,6.1,190,411,1795,18,4.4,90,37.3,6.8,113.4,0.0,6.514834205933682,4.367396593673966,44,280,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,163.0,1418.0,84.0,684.0,13,3,0.813,509,369,140,16,6224,990,6.3,11,6,358,372,526,4106,48,5,7.5,216,443,2118,16,4.8,114,49.7,5.6,290.75,0.0,7.806083650190114,4.781038374717833,64,330,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,155.0,1381.0,69.0,678.0,13,4,0.765,450,371,79,17,6215,1072,5.8,13,6,375,402,593,4315,39,7,6.9,235,446,1900,13,4.3,109,44.5,6.4,180.42,0.0,7.276559865092748,4.260089686098655,52,344,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,180.0,1554.0,85.0,712.0,8,9,0.471,370,371,-1,17,5745,1051,5.5,22,10,334,364,563,3632,27,12,6.1,186,456,2113,12,4.6,116,36.2,11.3,68.9,0.0,6.451154529307282,4.633771929824562,39,302,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,197.51959850587158,1627.2885204069848,96.12662806523753,905.1878923813758,9,8,0.529,383,350,33,17,5873,1052,5.6,18,7,338,374,581,3968,32,11,6.5,211,441,1905,10,4.3,101,39.7,9.2,151.14,0.0,6.82960413080895,4.319727891156463,42,312,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,196.84408092413037,1704.2042631288336,98.76377690055217,863.9433727493227,5,11,0.313,255,380,-125,16,4306,896,4.8,27,9,237,248,439,2655,14,18,5.6,127,421,1651,14,3.9,86,24.5,13.8,-200.45,0.0,6.047835990888383,3.9216152019002375,28,213,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,200.94097777612458,1661.7164285741792,97.1395655143033,814.2192086364817,7,9,0.438,309,339,-30,16,5128,1001,5.1,25,11,300,286,471,3246,16,14,6.2,174,481,1882,16,3.9,103,27.7,13.6,-97.09,0.0,6.89171974522293,3.912681912681913,32,277,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,208.09898551200405,1675.3592070114341,103.1860679743292,817.911521022359,2,14,0.125,260,431,-171,16,4053,954,4.2,24,11,243,270,449,2237,15,13,4.3,142,437,1816,9,4.2,89,28.9,12.7,-206.24,0.0,4.982182628062361,4.155606407322654,24,231,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,205.57721378705688,1734.995399866778,100.81982163957944,900.5527084452102,6,10,0.375,267,366,-99,16,4463,955,4.7,25,12,282,329,481,2778,14,13,5.3,156,431,1685,13,3.9,106,27.2,13.6,-127.87,0.0,5.775467775467775,3.9095127610208817,27,262,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,197.46911321037763,1640.4556435222232,100.14147503213702,836.205910308546,8,8,0.5,379,384,-5,16,5337,968,5.5,38,17,295,346,529,3751,24,21,6.8,190,417,1586,12,3.8,96,35.5,20.9,-86.53,0.0,7.090737240075614,3.803357314148681,36,286,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,205.70252497225243,1752.9892018334606,99.4531103513602,871.1707197015432,8,8,0.5,366,394,-28,16,6113,1019,6.0,32,12,340,367,555,4267,21,20,7.3,210,432,1846,16,4.3,106,38.2,17.3,-76.35,0.0,7.688288288288288,4.273148148148148,37,316,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,187.0,1561.0,95.0,833.0,9,7,0.563,388,333,55,16,6129,1043,5.9,28,11,340,399,593,4654,29,17,7.5,231,425,1475,13,3.5,93,33.7,15.0,-28.67,0.0,7.8482293423271505,3.4705882352941178,42,324,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,195.0,1541.0,90.0,690.0,6,10,0.375,390,427,-37,16,6186,1029,6.0,18,6,360,365,574,4144,24,12,6.8,222,423,2042,20,4.8,118,39.7,10.1,53.17,0.0,7.219512195121951,4.8274231678487,44,340,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,187.0,1538.0,99.0,852.0,10,6,0.625,381,278,103,16,5954,1046,5.7,20,11,321,288,467,3506,20,9,7.0,176,546,2448,18,4.5,131,37.2,10.5,-63.12,0.0,7.507494646680942,4.483516483516484,38,307,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,198.0,1735.0,108.0,872.0,12,4,0.75,416,331,85,16,5953,1090,5.5,17,4,341,354,554,3830,22,13,6.6,205,508,2123,19,4.2,114,35.6,8.4,-20.08,0.0,6.913357400722021,4.179133858267717,41,319,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,214.0,1947.0,112.0,1138.0,2,14,0.125,276,428,-152,16,5556,1089,5.1,31,9,307,371,633,3813,19,22,5.6,198,414,1743,7,4.2,90,25.9,14.9,-85.06,0.0,6.023696682464455,4.2101449275362315,26,288,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,193.0,1619.0,94.0,834.0,9,7,0.563,372,307,65,16,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,33.0,11.3,13.01,0.0,6.911340206185567,3.9219600725952812,34,279,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,223.0,1901.0,107.0,910.0,9,7,0.563,339,313,26,16,5564,1127,4.9,20,8,335,358,619,3833,29,12,5.9,210,472,1731,7,3.7,90,28.9,9.8,-38.02,0.0,6.1922455573505655,3.667372881355932,36,300,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
